coldata$id X3543.CF.1 X3543.CF.198 X3543.CF.221 X3543.CF.274 X3543.CF.249 X3543.CF.145 X3543.CF.294 X3543.CF.253 X3543.CF.201
ENSG00000108219 1254 1452 1599 1358 2361 1081 1906 3219 1582
ENSG00000108231 0 0 0 0 0 0 0 0 0
ENSG00000108239 54 178 35 186 17 51 67 63 80
ENSG00000108242 0 0 0 0 0 0 2 0 0
ENSG00000108244 21 12 2 1 0 6 0 21 1
ENSG00000108255 5 1 0 3 0 0 0 1 0
ENSG00000108256 1162 1631 1278 1104 2097 622 1764 2708 1539
ENSG00000108262 299 413 428 422 650 406 540 783 545
ENSG00000108298 4577 8014 5592 8352 7647 9197 6522 9665 8283
ENSG00000108306 283 413 327 260 447 143 327 580 324
ENSG00000108309 3 0 1 64 3 5 14 2 1
ENSG00000108312 488 978 688 869 1409 1001 1085 1650 1082
ENSG00000108342 0 0 0 0 0 0 0 0 0
ENSG00000108344 294 383 299 308 520 388 393 570 469
ENSG00000108349 537 1040 841 917 1167 723 864 1537 883
ENSG00000108352 11 10 20 13 38 0 18 32 9
ENSG00000108370 34 42 66 39 79 40 118 121 57
ENSG00000108375 16 24 7 20 30 13 28 38 24
ENSG00000108379 24 5 0 0 0 0 0 1 4
ENSG00000108381 5 0 1 0 1 0 0 0 0
ENSG00000108384 17 25 42 55 70 63 42 93 31
ENSG00000108387 80 41 136 37 50 60 22 77 26
ENSG00000108389 248 364 238 261 444 169 385 569 413
ENSG00000108395 114 219 186 177 270 141 282 266 209
ENSG00000108405 563 650 702 291 356 93 304 685 313
ENSG00000108406 168 181 242 205 296 150 217 341 258
ENSG00000108423 17 31 23 29 38 21 38 72 51
ENSG00000108424 837 1062 1114 1271 1900 1096 1375 2458 1524
ENSG00000108433 186 268 281 252 407 263 397 577 387
ENSG00000108439 95 148 97 120 241 154 134 213 212
ENSG00000108443 140 175 172 217 257 109 218 369 254
ENSG00000108448 77 4 15 22 3 2 3 10 27
ENSG00000108465 404 876 657 460 719 263 686 1109 717
ENSG00000108468 186 351 197 279 367 169 285 498 283
ENSG00000108469 137 184 188 97 117 85 90 269 181
ENSG00000108474 28 82 35 21 81 24 64 90 93
ENSG00000108479 70 163 79 110 152 93 117 222 136
ENSG00000108506 77 164 125 119 239 79 128 206 142
ENSG00000108509 660 591 854 467 811 288 661 1025 707
ENSG00000108510 1020 1198 1142 1137 1570 528 1215 2120 1149
ENSG00000108511 4 0 0 7 0 0 0 0 0
ENSG00000108515 10 17 21 17 30 8 23 44 6
ENSG00000108518 3911 4518 4851 5570 8129 5608 5210 8825 5077
ENSG00000108523 264 390 337 426 584 487 430 646 344
ENSG00000108528 148 171 178 214 227 123 187 329 186
ENSG00000108551 12 11 8 14 6 25 1 2 20
ENSG00000108556 66 52 35 20 19 15 10 16 11
ENSG00000108557 201 315 308 210 659 158 331 396 380
ENSG00000108559 147 240 129 288 304 204 230 397 231
ENSG00000108561 223 281 162 338 394 272 269 505 300
ENSG00000108576 131 61 129 64 32 23 19 50 28
ENSG00000108578 123 118 130 120 223 104 121 272 184
ENSG00000108582 1452 999 1572 1133 1006 772 973 2117 1115
ENSG00000108587 179 311 254 195 265 127 243 399 257
ENSG00000108588 431 538 452 548 619 182 495 857 547
ENSG00000108590 20 18 34 24 28 25 26 30 27
ENSG00000108591 152 192 152 129 300 176 227 362 204
ENSG00000108592 167 289 258 253 386 263 388 590 349
ENSG00000108599 433 562 499 492 680 282 529 806 476
ENSG00000108602 0 0 0 0 0 0 0 2 0
ENSG00000108604 420 540 454 513 608 529 609 1010 486
ENSG00000108622 250 270 458 326 321 242 239 528 216
ENSG00000108639 616 863 954 730 974 750 811 1509 849
ENSG00000108641 11 14 13 1 11 7 15 9 10
ENSG00000108651 179 314 210 291 402 221 361 449 396
ENSG00000108654 7205 10902 7875 9601 12679 4576 11560 15117 12149
ENSG00000108666 14 52 15 50 42 31 46 54 46
ENSG00000108669 1054 1910 1174 1366 2852 1291 2514 2844 2325
ENSG00000108671 224 329 270 243 398 230 316 575 355
ENSG00000108679 167 101 230 105 413 256 758 717 284
ENSG00000108691 1 8 1 0 1 0 43 0 0
ENSG00000108700 0 1 0 2 0 0 1 0 0
ENSG00000108702 0 0 0 0 0 0 0 0 0
ENSG00000108733 1 10 9 9 13 7 15 16 5
ENSG00000108771 57 147 123 100 245 83 403 306 194
ENSG00000108773 68 181 34 124 149 57 131 236 167
ENSG00000108774 967 1160 1243 1041 1287 868 1176 1733 942
ENSG00000108784 68 91 78 58 136 43 66 120 88
ENSG00000108785 0 0 0 0 0 2 0 0 0
ENSG00000108786 8 26 37 8 41 22 39 40 32
ENSG00000108788 390 426 498 325 533 289 500 869 448
ENSG00000108797 10 25 9 3 19 10 9 61 13
ENSG00000108798 280 466 550 810 1205 840 974 1410 752
ENSG00000108799 329 513 441 299 601 279 519 778 600
ENSG00000108813 1 0 7 0 3 4 7 0 9
ENSG00000108819 1490 2969 2064 2107 2842 1744 2232 3787 2579
ENSG00000108821 6 0 1 0 0 0 0 0 0
ENSG00000108823 1 3 2 1 2 0 6 5 0
ENSG00000108825 42 2 25 39 6 0 0 24 6
ENSG00000108826 76 134 79 93 134 50 81 118 86
ENSG00000108828 285 226 291 167 154 223 177 280 170
ENSG00000108829 458 383 470 495 602 355 532 870 495
ENSG00000108830 0 0 1 0 3 0 0 1 0
ENSG00000108839 809 253 1135 253 133 219 40 339 102
ENSG00000108840 643 652 989 651 773 467 574 788 593
ENSG00000108846 1317 622 2682 635 430 423 112 1012 236
ENSG00000108848 719 1702 1135 1185 2119 409 1864 2787 2320
ENSG00000108852 0 0 0 1 1 8 3 1 0
ENSG00000108854 101 227 137 154 230 136 210 362 188
ENSG00000108861 504 471 668 428 405 304 372 929 474
ENSG00000108878 0 0 2 0 6 0 0 2 5
ENSG00000108883 778 800 710 846 1096 525 759 1343 877
ENSG00000108924 2 5 1 8 2 27 12 2 6
ENSG00000108932 158 261 185 185 199 83 250 409 179
ENSG00000108946 3911 3104 4917 3201 3670 2336 2599 5785 2838
ENSG00000108947 0 0 0 0 2 0 0 0 0
ENSG00000108950 236 62 515 24 86 49 118 854 44
ENSG00000108953 1989 1304 2183 1791 1687 1108 895 2530 1038
ENSG00000108958 3 4 5 10 10 0 2 6 7
ENSG00000108960 1880 688 2669 1090 775 482 242 1570 492
ENSG00000108961 16 41 12 52 78 42 44 61 21
ENSG00000108963 68 152 64 80 121 69 79 167 104
ENSG00000108984 288 302 172 90 169 61 337 398 204
ENSG00000109016 77 80 75 60 91 36 55 84 98
ENSG00000109046 863 1405 1436 1033 2029 520 1736 2885 1597
ENSG00000109047 3 8 1 5 0 3 0 8 3
ENSG00000109062 366 713 510 918 1365 1131 922 1409 951
ENSG00000109063 8 35 34 31 56 21 24 103 44
ENSG00000109065 88 184 85 89 168 117 162 201 105
ENSG00000109066 279 327 442 187 429 173 269 371 169
ENSG00000109072 0 4 3 0 0 0 2 0 2
ENSG00000109079 53 57 93 44 85 76 113 141 75
ENSG00000109083 171 183 140 134 139 83 164 344 166
ENSG00000109084 14 22 2 10 15 4 7 11 8
ENSG00000109089 42 2 68 18 10 0 0 44 7
ENSG00000109099 2 12 0 5 4 2 4 2 5
ENSG00000109101 0 0 0 0 0 0 0 2 0
ENSG00000109103 291 523 339 395 703 403 424 632 402
ENSG00000109107 41 63 43 38 58 56 25 69 35
ENSG00000109111 1097 1490 1311 1128 1665 1059 1758 2341 1462
ENSG00000109113 109 147 95 163 97 52 59 154 99
ENSG00000109118 548 942 680 546 982 536 875 1347 836
ENSG00000109133 461 465 588 535 588 366 551 887 628
ENSG00000109158 0 0 0 0 0 0 0 0 0
ENSG00000109163 0 4 0 4 10 0 7 9 3
ENSG00000109171 620 555 608 690 728 511 628 925 632
ENSG00000109180 236 296 206 315 348 212 292 464 303
ENSG00000109184 89 100 81 133 123 73 122 143 99
ENSG00000109189 55 166 60 96 130 24 121 112 103
ENSG00000109220 194 244 288 248 244 180 237 465 255
ENSG00000109255 0 0 0 0 0 0 0 0 0
ENSG00000109265 113 38 192 19 5 41 4 53 11
ENSG00000109270 114 114 144 168 178 92 149 224 131
ENSG00000109272 738 567 309 698 344 481 83 583 126
ENSG00000109320 601 848 731 743 1000 615 745 1508 1002
ENSG00000109321 868 56 3 0 0 0 13 30 1
ENSG00000109323 827 965 815 725 947 417 698 1296 915
ENSG00000109332 2230 2212 2167 2127 2363 1283 2055 3292 1955
ENSG00000109339 39 30 42 46 10 7 21 13 10
ENSG00000109381 473 502 516 378 515 257 493 757 379
ENSG00000109390 103 85 112 98 142 86 111 199 86
ENSG00000109424 0 0 1 0 0 0 0 0 0
ENSG00000109436 523 899 585 583 696 466 551 816 548
ENSG00000109445 157 213 174 184 265 101 211 405 241
ENSG00000109452 81 437 144 314 512 195 385 451 354
ENSG00000109458 301 126 344 215 246 139 198 324 214
ENSG00000109466 303 276 328 166 249 96 282 588 211
ENSG00000109471 0 0 0 0 0 1 0 0 0
ENSG00000109472 9 1 2 5 0 0 1 0 2
ENSG00000109475 1225 2467 1328 2281 2110 2316 1901 2640 2636
ENSG00000109501 17 18 18 23 3 5 20 19 11
ENSG00000109511 0 0 0 0 0 0 3 0 0
ENSG00000109519 129 159 107 113 132 101 109 204 103
ENSG00000109534 5 9 6 1 15 14 8 40 9
ENSG00000109536 110 143 100 131 222 85 165 302 176
ENSG00000109572 1552 630 1375 788 644 411 398 973 487
ENSG00000109576 0 0 0 0 0 0 0 0 0
ENSG00000109586 174 236 213 196 238 110 181 438 223
ENSG00000109606 612 815 557 707 1143 421 817 1356 871
ENSG00000109610 0 0 0 0 0 0 0 0 0
ENSG00000109618 75 103 73 130 107 25 103 131 93
ENSG00000109654 13 39 3 31 15 6 33 8 30
ENSG00000109667 122 117 85 86 81 57 94 130 124
ENSG00000109670 734 879 761 897 983 456 916 1190 776
ENSG00000109674 34 60 46 82 45 36 26 115 29
ENSG00000109680 9 6 8 14 20 7 30 20 23
ENSG00000109684 0 10 0 0 1 2 0 4 3
ENSG00000109685 369 419 367 551 919 327 428 1023 446
ENSG00000109686 15 12 10 13 22 25 20 40 24
ENSG00000109689 208 346 201 322 555 194 495 535 348
ENSG00000109736 253 176 190 131 253 123 267 307 177
ENSG00000109743 229 252 274 194 228 180 222 513 255
ENSG00000109756 554 602 544 492 616 204 569 798 568
ENSG00000109758 0 0 3 0 0 2 0 0 0
ENSG00000109762 28 59 28 44 76 77 72 96 50
ENSG00000109771 12 16 7 1 24 15 14 18 8
ENSG00000109775 27 62 33 40 94 31 47 92 74
ENSG00000109787 1159 1304 1294 1511 1933 589 1363 2035 1159
ENSG00000109790 632 380 502 422 373 310 251 528 376
ENSG00000109794 0 0 0 0 1 1 0 0 0
ENSG00000109805 37 9 12 66 176 37 21 156 51
ENSG00000109814 46 56 61 126 104 36 106 121 92
ENSG00000109819 1 8 1 0 0 0 2 0 0
ENSG00000109854 708 187 323 469 297 188 247 849 208
ENSG00000109861 674 974 823 1204 1833 872 1232 2189 1062
ENSG00000109881 9 7 12 24 21 32 5 57 23
ENSG00000109906 706 426 489 62 218 260 355 2038 99
ENSG00000109911 87 176 101 180 256 92 176 321 141
ENSG00000109917 228 267 197 182 331 238 222 372 228
ENSG00000109919 175 117 141 170 305 88 127 315 174
ENSG00000109920 710 1321 958 876 1595 437 1249 1864 1442
ENSG00000109927 1 0 1 6 7 0 10 9 0
ENSG00000109929 68 115 84 92 89 22 90 143 92
ENSG00000109943 29 57 34 105 107 49 24 94 83
ENSG00000109944 16 19 18 17 30 9 36 30 35
ENSG00000109956 5 47 33 66 87 123 291 61 144
ENSG00000109971 2754 4834 2921 6371 10159 5615 6286 11258 5907
ENSG00000109991 0 0 0 0 0 0 0 0 0
ENSG00000110002 113 91 192 67 72 51 36 141 57
ENSG00000110011 312 297 333 261 225 179 167 365 174
ENSG00000110013 524 197 556 235 145 141 62 319 106
ENSG00000110025 108 138 96 133 149 127 81 162 149
ENSG00000110031 349 424 407 326 574 299 444 833 541
ENSG00000110042 278 372 376 200 336 234 341 538 488
ENSG00000110046 373 399 306 326 435 325 383 580 375
ENSG00000110047 1235 1471 1574 1378 1706 1806 1449 2295 1251
ENSG00000110048 332 537 325 437 580 332 477 682 460
ENSG00000110057 932 1188 842 876 1506 877 1236 1703 1073
ENSG00000110060 35 31 30 81 65 20 54 77 45
ENSG00000110063 61 112 67 77 229 119 128 166 112
ENSG00000110066 264 527 503 446 584 245 569 873 554
ENSG00000110074 62 80 44 68 64 86 44 93 71
ENSG00000110075 885 871 834 824 1157 609 964 1607 957
ENSG00000110076 6 3 1 4 25 7 0 14 1
ENSG00000110077 1172 2014 1375 978 1803 830 1544 2107 1297
ENSG00000110079 92 68 187 40 100 24 98 143 30
ENSG00000110080 85 98 86 94 114 61 81 130 61
ENSG00000110090 1262 1624 1852 1373 929 1281 1110 2033 814
ENSG00000110092 6 11 11 2 0 7 3 2 10
ENSG00000110104 111 86 28 65 115 62 66 115 126
ENSG00000110107 219 435 259 423 612 477 405 565 477
ENSG00000110108 173 235 205 318 380 358 350 481 269
ENSG00000110148 0 0 1 0 0 0 0 3 0
ENSG00000110169 0 2 1 0 0 0 0 0 0
ENSG00000110171 74 141 90 61 128 45 127 148 102
ENSG00000110172 208 279 230 288 520 146 450 714 409
ENSG00000110195 3 4 13 0 1 0 0 4 0
ENSG00000110200 113 164 174 194 246 151 145 262 186
ENSG00000110203 246 27 34 37 444 6 166 27 32
ENSG00000110218 255 171 305 158 175 108 172 327 213
ENSG00000110237 23 40 9 8 8 0 16 3 13
ENSG00000110243 0 0 0 0 0 0 0 0 0
ENSG00000110244 0 0 0 0 0 0 0 0 0
ENSG00000110274 267 359 360 177 517 191 329 533 370
ENSG00000110315 196 323 422 375 490 172 292 609 269
ENSG00000110318 17 30 19 23 14 21 45 30 23
ENSG00000110321 5408 4192 7253 4416 5582 3219 3870 7549 4450
ENSG00000110324 1953 3932 2231 2713 3766 2281 3835 5187 2901
ENSG00000110328 0 0 0 0 4 0 0 0 0
ENSG00000110330 427 433 461 550 583 254 543 765 549
ENSG00000110344 636 730 665 664 971 434 906 1449 888
ENSG00000110367 797 1291 1196 1445 1991 1178 1718 2773 1569
ENSG00000110375 0 0 0 0 2 0 0 0 0
ENSG00000110395 1324 1097 1651 1129 1861 790 1339 2151 1611
ENSG00000110400 90 109 62 109 107 71 116 127 137
ENSG00000110422 2846 2695 2906 2667 2712 1443 2615 4143 2480
ENSG00000110427 0 2 0 0 2 1 0 7 0
ENSG00000110429 195 284 262 199 430 201 322 482 385
ENSG00000110435 92 138 111 116 178 91 204 221 124
ENSG00000110436 39 18 5 2 2 7 7 5 2
ENSG00000110442 306 403 241 304 340 291 269 462 304
ENSG00000110446 466 523 400 268 424 220 417 563 381
ENSG00000110448 42 274 107 440 666 436 650 317 434
ENSG00000110455 40 70 39 57 70 20 68 116 85
ENSG00000110484 2 0 0 0 0 0 0 0 0
ENSG00000110492 11 4 29 13 11 1 7 12 1
ENSG00000110497 192 259 208 223 353 187 297 423 280
ENSG00000110514 1419 1512 1773 1174 1434 928 891 2069 1087
ENSG00000110536 91 78 63 86 130 109 88 133 83
ENSG00000110583 48 112 83 111 115 72 104 145 64
ENSG00000110619 342 436 410 332 726 336 501 784 480
ENSG00000110628 28 69 48 32 64 42 69 135 38
ENSG00000110651 152 286 260 472 530 497 432 578 370
ENSG00000110660 27 9 0 28 25 16 10 30 11
ENSG00000110665 157 324 298 207 550 87 461 467 403
ENSG00000110680 0 0 3 1 0 0 0 0 0
ENSG00000110693 27 0 4 141 0 0 10 0 0
ENSG00000110696 710 940 808 981 1044 583 1012 1417 913
ENSG00000110697 760 987 1041 691 1257 922 1008 1672 875
ENSG00000110700 971 1252 873 1250 1319 888 904 1426 1120
ENSG00000110711 291 347 323 435 595 532 420 623 431
ENSG00000110713 704 979 789 919 1250 629 973 1532 925
ENSG00000110717 136 203 158 251 232 153 176 337 179
ENSG00000110719 2349 2380 2350 1394 2601 875 2330 4316 1929
ENSG00000110721 136 115 98 134 79 57 98 155 83
ENSG00000110723 6 13 0 7 6 7 22 17 22
ENSG00000110756 146 150 280 202 291 124 245 455 254
ENSG00000110768 229 263 186 324 383 123 286 492 353
ENSG00000110777 34 0 2 2 9 107 4 26 19
ENSG00000110786 0 0 3 0 0 0 0 0 0
ENSG00000110799 442 173 680 175 76 145 4 323 36
ENSG00000110801 207 173 173 200 266 194 214 360 197
ENSG00000110811 6 5 0 0 0 5 4 7 6
ENSG00000110841 32 15 19 22 12 26 20 26 10
ENSG00000110844 25 17 25 61 33 15 30 18 63
ENSG00000110848 44 144 41 122 56 45 98 145 84
ENSG00000110851 156 314 223 210 357 155 325 460 314
ENSG00000110852 168 279 214 329 498 203 354 500 329
ENSG00000110871 72 96 127 153 201 115 93 256 151
ENSG00000110876 1236 2311 1662 1676 3427 2269 2717 4574 2163
ENSG00000110880 2988 1712 3806 1741 2110 1328 1129 3327 1365
ENSG00000110881 0 0 0 0 0 0 0 1 10
ENSG00000110887 0 0 0 0 0 0 0 3 0
ENSG00000110888 50 194 103 152 190 72 215 228 162
ENSG00000110900 2 0 0 0 0 0 0 1 4
ENSG00000110906 293 431 615 362 487 317 280 829 318
ENSG00000110911 130 206 197 222 210 81 186 281 175
ENSG00000110917 491 553 905 586 823 646 503 1029 613
ENSG00000110921 24 49 39 25 61 16 22 65 50
ENSG00000110925 107 157 142 87 148 114 108 256 134
ENSG00000110931 488 606 681 497 1002 488 674 997 852
ENSG00000110934 4412 4190 5941 4017 5051 2516 3442 6697 3701
ENSG00000110944 0 19 2 10 9 1 15 6 24
ENSG00000110955 1235 1169 1134 1289 1809 1086 1213 2162 1311
ENSG00000110958 667 936 863 1259 1382 918 904 1664 1026
ENSG00000110987 29 25 6 36 17 32 7 34 39
ENSG00000111011 911 959 871 634 1116 317 885 1547 898
ENSG00000111012 0 0 0 1 3 0 0 6 2
ENSG00000111052 259 148 199 114 36 19 113 289 189
ENSG00000111057 26 2 30 10 2 5 0 2 0
ENSG00000111058 25 14 13 3 0 0 14 22 9
ENSG00000111077 7 6 8 10 20 7 8 18 16
ENSG00000111087 4 2 2 2 4 5 15 17 16
ENSG00000111110 68 75 35 79 11 5 38 60 37
ENSG00000111142 256 356 283 442 497 232 352 655 374
ENSG00000111144 3351 1990 4817 2277 3676 1617 1508 4796 2476
ENSG00000111145 817 780 1146 695 607 440 617 1132 687
ENSG00000111181 45 47 62 40 87 26 38 76 83
ENSG00000111186 29 12 9 10 11 1 16 17 5
ENSG00000111196 33 43 25 43 95 77 61 128 82
ENSG00000111199 23 34 28 8 18 0 31 60 21
ENSG00000111203 140 424 215 172 358 174 328 433 265
ENSG00000111206 39 33 18 63 145 42 42 220 32
ENSG00000111215 6 11 5 0 14 4 9 16 0
ENSG00000111218 0 0 0 0 0 0 2 0 0
ENSG00000111224 54 124 104 114 212 77 237 241 177
ENSG00000111229 2567 3292 2959 3328 4135 2419 2818 5264 3490
ENSG00000111231 37 46 39 41 55 46 89 75 56
ENSG00000111237 249 274 297 219 429 142 264 458 292
ENSG00000111247 19 5 0 12 29 9 6 16 5
ENSG00000111249 7 19 8 43 13 3 5 6 9
ENSG00000111252 1564 1585 1692 1355 2198 1044 1639 2147 1552
ENSG00000111254 2 7 4 11 3 5 0 2 1
ENSG00000111261 31 2 10 5 7 1 11 8 10
ENSG00000111262 2 0 0 0 0 0 0 0 0
ENSG00000111266 77 195 91 136 258 115 165 368 133
ENSG00000111269 187 414 367 376 462 228 330 643 436
ENSG00000111271 109 173 151 149 253 111 221 259 242
ENSG00000111275 588 857 769 570 988 402 448 1195 832
ENSG00000111276 667 1259 678 1034 778 597 1033 1265 944
ENSG00000111291 0 0 0 0 6 3 4 1 0
ENSG00000111300 203 257 116 171 351 80 216 386 269
ENSG00000111305 0 0 1 0 4 0 3 0 0
ENSG00000111319 5 2 4 0 10 5 0 5 4
ENSG00000111321 632 945 847 478 684 464 716 1245 715
ENSG00000111325 26 49 31 76 84 27 40 68 77
ENSG00000111328 697 290 739 566 475 231 204 513 297
ENSG00000111331 722 1379 469 578 2562 1230 6009 2500 979
ENSG00000111335 584 993 410 742 1799 796 3110 1910 794
ENSG00000111339 7 0 2 8 0 0 0 0 0
ENSG00000111341 0 0 1 2 3 0 0 2 0
ENSG00000111344 0 0 0 2 2 0 1 0 0
ENSG00000111348 6860 5249 8224 5455 7007 4281 4912 9355 5031
ENSG00000111358 35 56 38 82 94 45 72 73 64
ENSG00000111361 254 375 284 296 461 252 360 650 368
ENSG00000111364 90 205 68 120 177 107 194 253 109
ENSG00000111371 329 709 256 817 1357 637 1062 1716 1090
ENSG00000111405 0 0 0 0 1 0 0 1 0
ENSG00000111412 168 229 214 225 320 268 276 479 259
ENSG00000111424 330 288 597 271 353 173 293 452 195
ENSG00000111432 0 0 0 0 0 1 0 0 0
ENSG00000111445 22 41 29 42 79 55 62 107 30
ENSG00000111450 85 138 115 107 241 85 145 220 197
ENSG00000111452 91 101 72 61 175 38 61 52 93
ENSG00000111481 206 236 240 242 275 227 220 401 236
ENSG00000111490 31 33 32 20 18 25 14 85 25
ENSG00000111530 382 585 476 582 951 490 707 1066 682
ENSG00000111536 0 0 0 0 0 0 0 0 0
ENSG00000111537 6 0 8 14 18 35 35 19 23
ENSG00000111540 596 582 737 541 605 477 563 980 550
ENSG00000111554 288 133 324 218 346 144 225 266 196
ENSG00000111581 79 101 153 171 299 149 221 358 189
ENSG00000111596 478 546 445 459 651 227 613 880 611
ENSG00000111602 58 88 89 105 354 95 137 388 114
ENSG00000111605 303 461 382 432 692 318 517 759 561
ENSG00000111615 128 317 248 281 456 196 407 597 519
ENSG00000111639 120 83 139 138 220 134 94 192 143
ENSG00000111640 9925 7158 9770 6350 7595 7245 4601 12212 7283
ENSG00000111641 155 235 145 92 402 164 286 417 275
ENSG00000111642 1219 2115 1625 1878 2436 1453 1908 3190 1937
ENSG00000111644 376 169 435 173 203 106 85 380 98
ENSG00000111647 574 657 674 556 670 302 545 1087 692
ENSG00000111652 144 161 147 135 225 168 195 295 167
ENSG00000111653 126 130 154 185 195 108 117 237 158
ENSG00000111664 0 0 0 0 0 0 2 0 0
ENSG00000111665 8 0 3 7 37 13 6 33 5
ENSG00000111666 177 125 153 221 152 130 123 154 113
ENSG00000111667 180 266 185 390 318 310 324 590 376
ENSG00000111669 1255 1569 1306 1617 1959 1586 1399 2538 1452
ENSG00000111670 517 731 582 698 917 508 1052 1553 830
ENSG00000111671 18 57 25 14 43 21 50 79 47
ENSG00000111674 175 117 191 81 112 114 106 126 85
ENSG00000111676 278 325 412 305 318 124 221 436 271
ENSG00000111678 85 74 85 209 129 144 154 148 109
ENSG00000111679 2506 3389 2796 2803 4505 3168 3688 4933 3744
ENSG00000111684 129 96 177 159 208 73 124 251 168
ENSG00000111696 64 133 19 40 36 21 35 158 30
ENSG00000111707 253 325 275 333 361 205 322 416 306
ENSG00000111711 71 95 85 143 173 50 110 211 113
ENSG00000111716 570 866 350 803 1256 701 665 1415 807
ENSG00000111725 73 91 195 100 158 94 142 195 118
ENSG00000111726 173 80 157 187 135 65 64 162 98
ENSG00000111727 101 183 124 135 208 95 189 211 160
ENSG00000111728 5 15 2 62 67 21 58 59 63
ENSG00000111729 76 205 103 126 126 59 116 237 196
ENSG00000111731 281 462 428 410 664 165 612 798 401
ENSG00000111732 3 0 0 0 0 1 0 1 0
ENSG00000111737 217 419 329 403 653 397 414 609 345
ENSG00000111752 141 129 148 160 281 141 194 328 221
ENSG00000111775 203 186 291 300 312 272 231 404 208
ENSG00000111780 0 0 0 0 0 0 11 0 0
ENSG00000111783 0 0 0 0 0 0 0 3 2
ENSG00000111785 42 84 89 77 129 48 107 184 75
ENSG00000111786 412 518 507 477 610 375 503 913 670
ENSG00000111788 7 7 28 7 76 9 21 58 13
ENSG00000111790 509 524 681 689 595 208 567 965 632
ENSG00000111796 6 80 57 227 128 164 135 176 57
ENSG00000111799 0 0 0 0 0 3 0 4 0
ENSG00000111801 121 415 416 445 1017 457 920 1135 676
ENSG00000111802 254 209 290 285 255 224 274 458 221
ENSG00000111816 15 0 0 0 0 7 0 2 0
ENSG00000111817 808 660 1681 652 513 272 528 1441 453
ENSG00000111832 130 201 143 217 249 154 207 268 201
ENSG00000111834 2 1 6 13 2 0 7 6 8
ENSG00000111837 6 19 12 11 32 3 14 18 5
ENSG00000111843 87 131 84 132 85 100 74 155 116
ENSG00000111845 48 76 31 53 87 47 50 105 61
ENSG00000111846 153 218 45 104 153 70 90 147 123
ENSG00000111850 16 29 16 35 50 11 43 60 39
ENSG00000111859 384 689 396 657 998 704 863 1169 862
ENSG00000111860 393 537 462 607 647 249 616 1137 690
ENSG00000111863 18 15 0 11 26 7 7 33 25
ENSG00000111875 52 111 86 98 102 72 117 164 119
